orient,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,polygon.stopped,polygon_2.stopped,grating.started,key_resp.started,grating.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,participant,session,date,expName,psychopyVersion,frameRate,
0,34,0,68,0,249.32424530002754,250.3236234000069,250.3236234000069,250.8242474999861,250.8242474999861,251.12413830001606,251.12413830001606,down,0,1.1354779999819584,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,34,1,69,1,252.29077429999597,253.2907217000029,253.2907217000029,253.79069699998945,253.79069699998945,254.090794800024,254.090794800024,down,1,0.5038444000529125,None,-4,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,35,0,70,1,254.6243082000292,255.62411600002088,255.62411600002088,256.1241252000327,256.1241252000327,256.42430349998176,256.42430349998176,up,1,0.8005706000258215,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,35,1,71,0,257.25740589998895,258.2575138999964,258.2575138999964,258.7578078000224,258.7578078000224,259.05752560001565,259.05752560001565,down,1,0.6512395999743603,None,-4,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,36,0,72,0,259.74067800003104,260.740742199996,260.740742199996,261.240683800017,261.240683800017,261.5408127999981,261.5408127999981,up,1,0.7236397999804467,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,36,1,73,1,262.2908647999866,263.2906011000159,263.2906011000159,263.79057459998876,263.79057459998876,264.09073470003204,264.09073470003204,down,1,0.2746266000322066,None,2,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,37,0,74,0,264.39056490000803,265.3908030000166,265.3908030000166,265.8909422000288,265.8909422000288,266.19079710001824,266.19079710001824,up,1,0.6257566999993287,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,37,1,75,1,266.8407116000308,267.84066149999853,267.84066149999853,268.3407009000075,268.3407009000075,268.64068880002014,268.64068880002014,down,1,0.1685871999943629,None,2,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,38,0,76,0,268.8443464000011,269.8404703999986,269.85767810000107,270.34080940001877,270.34080940001877,270.640748100006,270.640748100006,up,1,0.5076403999701142,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,38,1,77,1,271.17443600000115,272.1741851000115,272.1741851000115,272.6742733999854,272.6742733999854,272.973998600035,272.973998600035,down,1,4.477142699994147,None,4,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
